0.302128	-0.387601	0.87091
0.935964	-0.11622	-0.332362
-0.243326	-0.500886	0.830606
0.746427	-0.622522	0.235189
0.911347	-0.124889	-0.392237
0.249437	-0.483453	-0.839079
0.0493541	0.419332	-0.90649
0.0637793	-0.21397	0.974756
0.389741	-0.743484	0.543446
0.360384	-0.0832749	0.929079
-0.734185	0.294959	0.611532
5.48374e-06	0.0189621	0.99982
0.959726	-0.276752	-0.0483234
-0.831819	-0.012753	0.5549
0.988957	-0.0675837	0.131893
0.935861	-0.127548	0.328474
-0.0509889	-0.98775	0.147482
-0.20957	-0.649428	-0.730974
0.691374	-0.383155	0.61253
-0.00846032	-0.00691274	0.99994
-0.155843	-0.987678	-0.0143053
-0.0827017	0.996212	0.026874
-0.181925	0.0720831	-0.980667
0.374604	0.0355308	-0.926504
0.439313	-0.457822	-0.772919
-0.701289	0.0162021	-0.712693
0.000904882	-0.933788	-0.357826
0.0251927	0.0719466	0.99709
0.90722	0.011033	0.420512
-0.175161	-0.756224	-0.630432
-0.701858	0.216312	-0.678679
-0.45754	-0.883578	-0.0997361
0.0717617	-0.140307	0.987504
-0.0232637	-0.0111734	0.999667
-0.455528	-0.31875	-0.8312
0.71803	0.617481	0.321169
0.0191465	0.0516504	-0.998482
-0.0665836	-0.186875	0.980125
0.107237	-0.703381	0.702677
0.845266	0.365011	-0.390245
-0.140185	0.857778	-0.494535
0.00735717	0.00735978	0.999946
0.970779	-0.136737	-0.197206
-0.341652	0.653763	-0.67518
-0.23111	0.185846	0.955013
-0.509813	-0.773718	-0.3761
0.113851	0.825918	-0.552175
-0.964994	0.188816	-0.182031
0.220007	0.975479	-0.00617821
0.205991	0.932506	0.296647
0.523874	0.469875	0.710474
-0.877324	-0.402789	-0.260889
0.269215	-0.0860861	-0.959225
0.0256966	-0.0760012	0.996777
-0.817466	-0.389409	0.424393
0.779605	0.559144	0.28209
0.763901	-0.134923	0.631071
-0.727112	0.000842863	-0.686519
0.182484	0.6634	0.725672
-0.258662	0.633724	-0.729032
0.524106	0.585787	0.618196
